,pv_prediction
1364,14.45816082377398
1365,3.0862980881747006
1366,2.2412491837557558
1367,2.2412491837557558
1368,6.08614231143558
1369,3.1249311963137387
1370,3.0862980881747006
1371,10.387584427934527
1372,15.452736536603808
1373,60.54694412425572
1374,99.21562237441952
1375,100.50405036807472
1376,153.5987235695165
1377,107.66600605994874
1378,153.83453713972534
1379,219.6359136613127
1380,162.251048317742
1381,237.1960962513503
1382,219.16349352021183
1383,281.228602329832
1384,215.0203922936734
1385,139.26653843243088
1386,128.08084787577803
1387,53.47280455157572
1388,18.99518759046161
1389,7.82905362043941
1390,8.90794024859035
1391,6.433093408685565
1392,2.2412491837557558
1393,2.2412491837557558
1394,5.453104595285296
1395,24.196729312282443
1396,104.74531958401614
1397,180.61295736451115
1398,242.72308274228536
1399,336.806062946659
1400,594.7848108211573
1401,584.888176480871
1402,642.830430428129
1403,607.0871849456843
1404,643.5506294170435
1405,665.7364538112696
1406,520.889306584936
1407,309.29515903313126
1408,187.21993873138396
1409,175.27401671428646
1410,133.26362737138237
1411,61.91241002232248
1412,21.243502269130587
1413,5.1722300449427365
1414,3.437948266607165
1415,2.2412491837557558
1416,4.029461483102679
1417,2.2412491837557558
1418,5.453104595285296
1419,27.00922725499088
1420,53.55231429040843
1421,74.41410623267704
1422,80.89673151318395
1423,56.77982144300306
1424,126.0558780046221
1425,312.9592883387622
1426,531.0575974384363
1427,588.9393783012446
1428,538.2981063524302
1429,436.3439516225871
1430,386.157799611431
1431,292.6484563449439
1432,231.9231332900044
1433,156.78282571081485
1434,105.62221891582423
1435,66.85991123095566
1436,32.576232841801286
1437,6.225241104703784
1438,7.503185997348666
1439,9.046587059837222
